Item,Cat,Type,Tags
{{ModId}}_Rushan,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cheese"
{{ModId}}_RussianDressing,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_saladdressing"
{{ModId}}_RutabagaJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_RyeFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_RyeWhiskey,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liquor"
{{ModId}}_RyuWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicfortifiedwine"
{{ModId}}_SabjaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicekombucha"
{{ModId}}_SabjaTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_coldtea"
{{ModId}}_SacredFabric,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccloth"
{{ModId}}_SacredForestBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanebrandy"
{{ModId}}_SacredForestChampagne,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanesparklingwine"
{{ModId}}_SacredForestWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanewine"
{{ModId}}_SaffronExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_SaffronJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicejelly"
{{ModId}}_SaffronKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicekombucha"
{{ModId}}_SaffronTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicetea"
{{ModId}}_PackedSaffron,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wholespice"
{{ModId}}_SageExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalextract"
{{ModId}}_SageJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbjelly"
{{ModId}}_SageKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_SageLeaves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wholeherb"
{{ModId}}_SageLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_SageTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_SagesTincture,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanewine"
{{ModId}}_SaguaroFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_Sake,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sak"
{{ModId}}_SakuraBalsam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_meadbalsam"
{{ModId}}_SakuraBlossomWater,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerwater"
{{ModId}}_SakuraBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralbrandy"
{{ModId}}_SakuraHoney,-26,Artisan Goods,"honey_item, raffadax_object, raffadax_artisan_object, category_flowhoney"
{{ModId}}_SakuraHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_honeyjelly"
{{ModId}}_SakuraIceCream,-7,Cooking,"raffadax_object, raffadax_artisan_object, raffadax_cooked_object, category_icecream"
{{ModId}}_SakuraJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjam"
{{ModId}}_SakuraJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerjelly"
{{ModId}}_SakuraKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralkombucha"
{{ModId}}_SakuraLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralliqueur"
{{ModId}}_SakuraMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mead"
{{ModId}}_SakuraNectar,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nectar"
{{ModId}}_SakuraPetals,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpetals"
{{ModId}}_SakuraPortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_SakuraPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedfloralwine"
{{ModId}}_SakuraPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerdust"
{{ModId}}_SakuraPreserves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpreserves"
{{ModId}}_SakuraPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flowerpuree"
{{ModId}}_SakuraSoda,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sodapop"
{{ModId}}_SakuraTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_SakuraWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floralwine"
{{ModId}}_Sakurayu,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_floraltea"
{{ModId}}_SakurayuKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_kombucha"
{{ModId}}_SakuyaHime,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_SalmonberryBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_SalmonberryCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_SalmonberryJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_SalmonberryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_SalmonberryJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_SalmonberryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_SalmonberryPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_SalmonberryPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_SalmonberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_Salsa,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_dip"
{{ModId}}_SaltVinegarChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_SamaraFlour,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flour"
{{ModId}}_SamaraKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seedteakombucha"
{{ModId}}_SamaraMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_SamaraTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seedtea"
{{ModId}}_Sambuca,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceliqueur"
{{ModId}}_SandDollar,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SandofChaos,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanedust"
{{ModId}}_SandalwoodBitters,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bitters"
{{ModId}}_SandalwoodExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flavorextract"
{{ModId}}_Sapphire,-2,Gem,"raffadax_object, raffadax_artisan_object, forage_item"
{{ModId}}_SarsaparillaBerryBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_SarsaparillaBerryCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_SarsaparillaBerryJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_SarsaparillaBerryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_SarsaparillaBerryJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_SarsaparillaBerryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_SarsaparillaBerryPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_SarsaparillaBerryPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_SarsaparillaBerryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_SarsaparillaExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flavorextract"
{{ModId}}_SarsaparillaJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbjelly"
{{ModId}}_SarsaparillaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_SarsaparillaLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_SarsaparillaTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_SarsaparillaSoda,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sodapop"
{{ModId}}_SaskatoonBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_SaskatoonCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_SaskatoonJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_SaskatoonJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_SaskatoonJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_SaskatoonLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_SaskatoonPortWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_SaskatoonPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_SaskatoonWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_SassafrasExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flavorextract"
{{ModId}}_SassafrasJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbjelly"
{{ModId}}_SassafrasKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_SassafrasTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_Sativa,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cannabis"
{{ModId}}_SativaCannabutter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_butter"
{{ModId}}_Sauerkraut,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_pickles"
{{ModId}}_SavoryExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalextract"
{{ModId}}_SavoryJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbjelly"
{{ModId}}_SavoryKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_SavoryLeaves,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wholeherb"
{{ModId}}_SavoryLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_SavoryTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_ScaleCloth,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccloth"
{{ModId}}_ScallionExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_flavorextract"
{{ModId}}_ScallionJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_ScallionPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seasoning"
{{ModId}}_ScarletPoppy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_Schwarzbier,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_beer"
{{ModId}}_SCOBY,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liveculture"
{{ModId}}_ScotchBonnetChiliPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_groundspice"
{{ModId}}_ScotchBonnetJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spicejelly"
{{ModId}}_ScotchBonnetPepperExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_ScotchBonnetPepperJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_ScotchBonnetPepperSauce,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_hotsauce"
{{ModId}}_ScotchWhisky,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liquor"
{{ModId}}_SeaDragon,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SeaFanCoral,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SeaHeartButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutbutter"
{{ModId}}_SeaHeartExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_nutextract"
{{ModId}}_SeaHeartMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_SeaLily,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SeaStar,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_Seahorse,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SeasonoftheWitch,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_SeaweedExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_medicinalherbextract"
{{ModId}}_SeaweedFlakes,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seasoning"
{{ModId}}_SeaweedJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_SeaweedKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object"
{{ModId}}_SeaweedPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_seasoning"
{{ModId}}_SeaweedTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_SeelieWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanefortifiedwine"
{{ModId}}_Seltzer,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_carbonatedwater"
{{ModId}}_SenchaGreenTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_tea"
{{ModId}}_SenchaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_kombucha"
{{ModId}}_SenchaTeaLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_tealeaf"
{{ModId}}_SeraphFeather,-18,Basic,"raffadax_object, raffadax_artisan_object, forage_item, category_legendaryfeather"
{{ModId}}_SerendipitTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_infusedtea"
{{ModId}}_SerendipitTeaKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_infusedteakombucha"
{{ModId}}_SerendipitTeaLeaf,-81,Greens,"raffadax_object, raffadax_artisan_object, category_tealeaf"
{{ModId}}_SesameExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spiceextract"
{{ModId}}_Shandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_beer"
{{ModId}}_ShardsofBifrost,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicflowerpetals"
{{ModId}}_SharkTooth,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_tooth"
{{ModId}}_SheepButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_butter"
{{ModId}}_SheepCheese,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cheese"
{{ModId}}_SheepMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_milk"
{{ModId}}_ShelledSamaras,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_bakingcomponent"
{{ModId}}_ShelledSunflowerSeeds,-26,Artisan Goods,"raffadax_object, raffadax_artisan_object, category_bakingcomponent"
{{ModId}}_Sherry,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_spirit"
{{ModId}}_ShiningEverclear,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_ShirazMirage,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_ShisoExtract,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalextract"
{{ModId}}_ShisoFlakes,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wholeherb"
{{ModId}}_ShisoJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbjelly"
{{ModId}}_ShisoKombucha,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbalkombucha"
{{ModId}}_ShisoLiqueur,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herballiqueur"
{{ModId}}_ShisoPowder,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_groundherb"
{{ModId}}_ShisoTea,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_herbaltea"
{{ModId}}_Shochu,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liquor"
{{ModId}}_SilverAntler,-18,Sell at Pierre or Marnie,"raffadax_object, raffadax_artisan_object, forage_item, category_mythicforage"
{{ModId}}_SilverBar,-15,Metal Resource,"raffadax_object, raffadax_artisan_object"
{{ModId}}_SilverCoin,-2,Gem,"raffadax_object, raffadax_artisan_object, forage_item, category_treasure"
{{ModId}}_SilverFabric,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanecloth"
{{ModId}}_SilverFeather,-18,Basic,"raffadax_object, raffadax_artisan_object, forage_item, category_legendaryfeather"
{{ModId}}_SilverOre,-15,Metal,"raffadax_object, raffadax_artisan_object, forage_item"
{{ModId}}_SimpleSyrup,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cocktailsyrup"
{{ModId}}_Sirene,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cheese"
{{ModId}}_SloeGin,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liquor"
{{ModId}}_SloePlumCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_SloePlumJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_SloePlumPuree,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_SmokedAgave,-75,Vegetable,"raffadax_object, raffadax_artisan_object, category_smokedvegetable"
{{ModId}}_SnailShell,-23,Sell at Willy,"raffadax_object, raffadax_artisan_object, forage_item, category_beachforage"
{{ModId}}_SnowFabric,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccloth"
{{ModId}}_SnowOwlFeather,-18,Basic,"raffadax_object, raffadax_artisan_object, forage_item, category_feather"
{{ModId}}_SnowPeaJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_SnowYamJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_SodaPopRing,-20,Trash,"raffadax_object, raffadax_artisan_object, trash_item, category_trash"
{{ModId}}_Soju,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_liquor"
{{ModId}}_SolarDust,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanedust"
{{ModId}}_SolarHoney,-26,Artisan Goods,"mythic_honey_item, raffadax_object, raffadax_artisan_object, category_mythichoney"
{{ModId}}_SolarHoneyJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythichoneyjelly"
{{ModId}}_SolarPouch,-8,Crafting,"raffadax_object, raffadax_artisan_object, raffadax_crafted_object, category_productiontool"
{{ModId}}_SolarWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_arcanefortifiedwine"
{{ModId}}_Soma,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_divinelibation"
{{ModId}}_SoundofSilence,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_perfume"
{{ModId}}_SourAle,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_beer"
{{ModId}}_SourAppleBrandy,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_brandy"
{{ModId}}_SourAppleButter,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitpuree"
{{ModId}}_SourAppleChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_SourAppleCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_SourAppleCompote,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_compote"
{{ModId}}_SourAppleJam,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jam"
{{ModId}}_SourAppleJelly,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_jelly"
{{ModId}}_SourAppleJuice,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitjuice"
{{ModId}}_SourApplePort,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedwine"
{{ModId}}_SourAppleSchnapps,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fruitliqueur"
{{ModId}}_SourAppleSoda,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sodapop"
{{ModId}}_SourAppleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_wine"
{{ModId}}_SourCider,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cider"
{{ModId}}_SourCream,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_dairy"
{{ModId}}_SourCreamOnionChips,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_snackfood"
{{ModId}}_SourCreamOnionDip,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_dip"
{{ModId}}_SouthernSun,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_cologne"
{{ModId}}_SoyMilk,-6,Milk,"raffadax_object, raffadax_artisan_object, category_nondairymilk"
{{ModId}}_SoySauce,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_condiment"
{{ModId}}_SoybeanAquafaba,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_vegetablejuice"
{{ModId}}_SoybeanOil,-26,ArtisanGoods,"oil_item, raffadax_object, raffadax_artisan_object, category_oil"
{{ModId}}_SpaceOddity,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythiccologne"
{{ModId}}_SpanglePortMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_fortifiedmead"
{{ModId}}_SparklingAcaiWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingAlliumMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingAlliumWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingAllspiceWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingAncientFruitMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingAncientFruitWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingwine"
{{ModId}}_SparklingAnjouPearWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingAppleWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingApricotWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingArtemisiaMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingArtemisiaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingBahidajWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBananaWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBaobabWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBearberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_enchantedsparklingwine"
{{ModId}}_SparklingBergamotWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBifrostMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_mythicsparklingmead"
{{ModId}}_SparklingBlackCherryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBlackCurrantWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBlackberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBlackthornWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBlueJazzMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingBlueJazzWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingBlueLotusMead,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingmead"
{{ModId}}_SparklingBlueLotusWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingfloralwine"
{{ModId}}_SparklingBlueRaspberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_enchantedsparklingwine"
{{ModId}}_SparklingBlueberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
{{ModId}}_SparklingBoxberryWine,-26,ArtisanGoods,"raffadax_object, raffadax_artisan_object, category_sparklingwine"
