Output,Machine,Time,Makes,Chance,Input,Fuels
Lavender Tea,Tea Keg,100,1,1,1 Ground Lavender,
Lilac Tea,Tea Keg,240,1,1,1 Lilac,
Lilac Tea,Tea Keg,180,1,1,1 Dried Lilac,
Lilac Tea,Tea Keg,120,1,1,1 Lilac Florets,
Lilac Tea,Tea Keg,100,1,1,1 Lilac Powder,
Linden Tea,Tea Keg,240,1,1,1 Linden,
Linden Tea,Tea Keg,180,1,1,1 Dried Linden,
Linden Tea,Tea Keg,120,1,1,1 Linden Florets,
Linden Tea,Tea Keg,100,1,1,1 Linden Powder,
Mimosa Flower Tea,Tea Keg,240,1,1,1 Mimosa Flower,
Mimosa Flower Tea,Tea Keg,180,1,1,1 Dried Mimosa Flower,
Mimosa Flower Tea,Tea Keg,120,1,1,1 Mimosa Flower Petals,
Mimosa Flower Tea,Tea Keg,100,1,1,1 Ground Mimosa Flower,
Mint Flower Tea,Tea Keg,240,1,1,1 Mint Flower,
Mint Flower Tea,Tea Keg,180,1,1,1 Dried Mint Flower,
Mint Flower Tea,Tea Keg,120,1,1,1 Mint Flower Petals,
Mint Flower Tea,Tea Keg,100,1,1,1 Ground Mint Flower,
Nettle Blossom Tea,Tea Keg,240,1,1,1 Nettle Blossom,
Nettle Blossom Tea,Tea Keg,180,1,1,1 Dried Nettle Blossom,
Nettle Blossom Tea,Tea Keg,120,1,1,1 Nettle Blossom Petals,
Nettle Blossom Tea,Tea Keg,100,1,1,1 Ground Nettle Blossom,
Nigella Tea,Tea Keg,240,1,1,1 Nigella,
Nigella Tea,Tea Keg,180,1,1,1 Dried Nigella,
Nigella Tea,Tea Keg,120,1,1,1 Nigella Petals,
Nigella Tea,Tea Keg,100,1,1,1 Nigella Powder,
Opuntia Tea,Tea Keg,240,1,1,1 Opuntia Flower,
Opuntia Tea,Tea Keg,180,1,1,1 Dried Opuntia Flower,
Opuntia Tea,Tea Keg,120,1,1,1 Opuntia Flower Petals,
Opuntia Tea,Tea Keg,100,1,1,1 Opuntia Powder,
Osmanthus Tea,Tea Keg,240,1,1,1 Osmanthus,
Nettle Blossom Tea,Tea Keg,180,1,1,1 Dried Osmanthus,
Osmanthus Tea,Tea Keg,120,1,1,1 Osmanthus Florets,
Osmanthus Tea,Tea Keg,100,1,1,1 Ground Osmanthus,
Rose Tea,Tea Keg,240,1,1,1 Rose,
Rose Tea,Tea Keg,180,1,1,1 Dried Rose,
Rose Tea,Tea Keg,120,1,1,1 Rose Petals,
Rose Tea,Tea Keg,100,1,1,1 Rose Dust,
Sakura Tea,Tea Keg,240,1,1,1 Sakura,
Sakura Tea,Tea Keg,180,1,1,1 Dried Sakura Blossom,
Sakura Tea,Tea Keg,120,1,1,1 Sakura Petals,
Sakura Tea,Tea Keg,100,1,1,1 Sakura Powder,
Squash Flower Tea,Tea Keg,240,1,1,1 Squash Flower,
Squash Flower Tea,Tea Keg,180,1,1,1 Dried Squash Flower,
Squash Flower Tea,Tea Keg,120,1,1,1 Squash Flower Petals,
Squash Flower Tea,Tea Keg,100,1,1,1 Ground Squash Flower,
Jasmine Tea,Tea Keg,240,1,1,1 Star Jasmine,
Jasmine Tea,Tea Keg,180,1,1,1 Dried Jasmine,
Jasmine Tea,Tea Keg,120,1,1,1 Jasmine Petals,
Jasmine Tea,Tea Keg,100,1,1,1 Jasmine Powder,
Topinambur Tea,Tea Keg,240,1,1,1 Topinambur,
Topinambur Tea,Tea Keg,180,1,1,1 Dried Topinambur Flower,
Topinambur Tea,Tea Keg,120,1,1,1 Topinambur Petals,
Topinambur Tea,Tea Keg,100,1,1,1 Topinambur Powder,
Vanilla Orchid Tea,Tea Keg,240,1,1,1 Vanilla Orchid,
Vanilla Orchid Tea,Tea Keg,180,1,1,1 Dried Vanilla Orchid,
Vanilla Orchid Tea,Tea Keg,120,1,1,1 Vanilla Orchid Petals,
Vanilla Orchid Tea,Tea Keg,100,1,1,1 Ground Vanilla Orchid,
Violet Tea,Tea Keg,240,1,1,1 Violet ,
Violet Tea,Tea Keg,240,1,1,1 Wild Violet,
Violet Tea,Tea Keg,180,1,1,1 Dried Violet,
Violet Tea,Tea Keg,180,1,1,1 Dried Wild Violet,
Violet Tea,Tea Keg,120,1,1,1 Violet Petals,
Violet Tea,Tea Keg,100,1,1,1 Ground Violet,
Waldmeister Tea,Tea Keg,240,1,1,1 Waldmeister,
Waldmeister Tea,Tea Keg,180,1,1,1 Dried Waldmeister,
Waldmeister Tea,Tea Keg,120,1,1,1 Waldmeister Petals,
Waldmeister Tea,Tea Keg,100,1,1,1 Waldmeister Powder,
Witch Hazel Tea,Tea Keg,240,1,1,1 Witch Hazel,
Witch Hazel Tea,Tea Keg,180,1,1,1 Dried Witch Hazel,
Witch Hazel Tea,Tea Keg,120,1,1,1 Witch Hazel Petals,
Witch Hazel Tea,Tea Keg,100,1,1,1 Witch Hazel Powder,
Yarrow Flower Tea,Tea Keg,240,1,1,1 Yarrow,
Yarrow Flower Tea,Tea Keg,180,1,1,1 Dried Yarrow Flower,
Yarrow Flower Tea,Tea Keg,120,1,1,1 Yarrow Flower Petals,
Yarrow Flower Tea,Tea Keg,100,1,1,1 Yarrow Powder,
Artemisia Tea,Tea Keg,240,1,1,1 Artemisia,
Artemisia Tea,Tea Keg,180,1,1,1 Dried Artemisia,
Artemisia Tea,Tea Keg,120,1,1,1 Artemisia Petals,
Artemisia Tea,Tea Keg,100,1,1,1 Artemisia Powder,
Clematis Tea,Tea Keg,240,1,1,1 Clematis,
Clematis Tea,Tea Keg,180,1,1,1 Dried Clematis,
Clematis Tea,Tea Keg,120,1,1,1 Clematis Petals,
Clematis Tea,Tea Keg,100,1,1,1 Clematis Powder,
Dogwood Tea,Tea Keg,240,1,1,1 Dogwood,
Dogwood Tea,Tea Keg,180,1,1,1 Dried Dogwood,
Dogwood Tea,Tea Keg,120,1,1,1 Dogwood Petals,
Dogwood Tea,Tea Keg,100,1,1,1 Ground Dogwood,
Foxglove Tea,Tea Keg,240,1,1,1 Foxglove,
Foxglove Tea,Tea Keg,180,1,1,1 Dried Foxglove,
Foxglove Tea,Tea Keg,120,1,1,1 Foxglove Petals,
Foxglove Tea,Tea Keg,100,1,1,1 Ground Foxglove,
Heliconia Tea,Tea Keg,240,1,1,1 Heliconia,
Heliconia Tea,Tea Keg,180,1,1,1 Dried Heliconia,
Heliconia Tea,Tea Keg,120,1,1,1 Heliconia Petals,
Heliconia Tea,Tea Keg,100,1,1,1 Ground Heliconia,
Indigo Tea,Tea Keg,240,1,1,1 Indigo,
Indigo Tea,Tea Keg,180,1,1,1 Dried Indigo,
Indigo Tea,Tea Keg,120,1,1,1 Indigo Flower Petals,
Indigo Tea,Tea Keg,100,1,1,1 Indigo Powder,
Jacaranda Tea,Tea Keg,240,1,1,1 Jacaranda,
Jacaranda Tea,Tea Keg,180,1,1,1 Dried Jacaranda,
Jacaranda Tea,Tea Keg,120,1,1,1 Jacaranda Petals,
Jacaranda Tea,Tea Keg,100,1,1,1 Ground Jacaranda,
Passion Flower Tea,Tea Keg,240,1,1,1 Passion Flower,
Passion Flower Tea,Tea Keg,180,1,1,1 Dried Passion Flower,
Passion Flower Tea,Tea Keg,120,1,1,1 Passion Flower Petals,
Passion Flower Tea,Tea Keg,100,1,1,1 Passion Flower Powder,
Periwinkle Tea,Tea Keg,240,1,1,1 Periwinkle Flower,
Periwinkle Tea,Tea Keg,180,1,1,1 Dried Periwinkle,
Periwinkle Tea,Tea Keg,120,1,1,1 Periwinkle Petals,
Periwinkle Tea,Tea Keg,100,1,1,1 Periwinkle Dust,
Poinsettia Tea,Tea Keg,240,1,1,1 Poinsettia,
Poinsettia Tea,Tea Keg,180,1,1,1 Dried Poinsettia,
Poinsettia Tea,Tea Keg,120,1,1,1 Poinsettia Bracts,
Poinsettia Tea,Tea Keg,100,1,1,1 Ground Poinsettia,
Royal Poinciana Tea,Tea Keg,240,1,1,1 Royal Poinciana,
Royal Poinciana Tea,Tea Keg,180,1,1,1 Dried Royal Poinciana,
Royal Poinciana Tea,Tea Keg,120,1,1,1 Royal Poinciana Petals,
Royal Poinciana Tea,Tea Keg,100,1,1,1 Ground Poinciana,
Wisteria Tea,Tea Keg,240,1,1,1 Wisteria,
Wisteria Tea,Tea Keg,180,1,1,1 Dried Wisteria,
Wisteria Tea,Tea Keg,120,1,1,1 Wisteria Petals,
Wisteria Tea,Tea Keg,100,1,1,1 Ground Wisteria,
Wolfsbane Tea,Tea Keg,240,1,1,1 Wolfsbane,
Wolfsbane Tea,Tea Keg,180,1,1,1 Dried Wolfsbane,
Wolfsbane Tea,Tea Keg,120,1,1,1 Wolfsbane Petals,
Wolfsbane Tea,Tea Keg,100,1,1,1 Wolfsbane Powder,
Bifrost Tea,Tea Keg,1440,1,1,1 Bifrost,
Bifrost Tea,Tea Keg,1200,1,1,1 Dried Bifrost Flower,
Bifrost Tea,Tea Keg,960,1,1,1 Petals of Bifrost,
Bifrost Tea,Tea Keg,960,1,1,1 Shards of Bifrost,
Cintamani Tea,Tea Keg,1440,1,1,1 Cintamani Flower,
Cintamani Tea,Tea Keg,1200,1,1,1 Dried Cintamani Flower,
Cintamani Tea,Tea Keg,960,1,1,1 Cintamani Flower Petals,
Fern Flower Tea,Tea Keg,1440,1,1,1 Fern Flower,
Fern Flower Tea,Tea Keg,1200,1,1,1 Dried Fern Flower,
Fern Flower Tea,Tea Keg,960,1,1,1 Fern Flower Petals,
Fern Flower Tea,Tea Keg,720,1,1,1 Fern Flower Dust,
Mandragora Tea,Tea Keg,1440,1,1,1 Mandragora Flower,
Mandragora Tea,Tea Keg,1200,1,1,1 Dried Mandragora Flower,
Mandragora Tea,Tea Keg,960,1,1,1 Mandragora Flower Petals,
Mandragora Tea,Tea Keg,720,1,1,1 Nightshade Powder,
Forest Rose Tea,Tea Keg,1440,1,1,1 Rose of Avalon,
Forest Rose Tea,Tea Keg,1200,1,1,1 Dried Forest Rose,
Forest Rose Tea,Tea Keg,960,1,1,1 Forest Rose Petals,
Forest Rose Tea,Tea Keg,720,1,1,1 Forest Rose Powder,
Blue Jazz Tea,Tea Keg,240,1,1,1 Blue Jazz,
Blue Jazz Tea,Tea Keg,180,1,1,1 Dried Blue Jazz Flower,
Blue Jazz Tea,Tea Keg,120,1,1,1 Blue Jazz Petals,
Blue Jazz Tea,Tea Keg,100,1,1,1 Blue Jazz Powder,
Crocus Tea,Tea Keg,240,1,1,1 Crocus,
Crocus Tea,Tea Keg,180,1,1,1 Dried Crocus Flower,
Crocus Tea,Tea Keg,120,1,1,1 Crocus Petals,
Crocus Tea,Tea Keg,100,1,1,1 Ground Crocus,
Daffodil Tea,Tea Keg,240,1,1,1 Daffodil,
Daffodil Tea,Tea Keg,180,1,1,1 Dried Daffodil,
Daffodil Tea,Tea Keg,120,1,1,1 Daffodil Petals,
Daffodil Tea,Tea Keg,100,1,1,1 Ground Daffodil,
Dandelion Tea,Tea Keg,240,1,1,1 Dandelion,
Dandelion Tea,Tea Keg,180,1,1,1 Dried Dandelion Flower,
Dandelion Tea,Tea Keg,120,1,1,1 Dandelion Petals,
Dandelion Tea,Tea Keg,100,1,1,1 Ground Dandelion,
Fairy Rose Tea,Tea Keg,240,1,1,1 Fairy Rose,
Fairy Rose Tea,Tea Keg,180,1,1,1 Dried Fairy Rose,
Fairy Rose Tea,Tea Keg,120,1,1,1 Fairy Rose Petals,
Fairy Rose Tea,Tea Keg,100,1,1,1 Fairy Rose Powder,
Poppy Flower Tea,Tea Keg,240,1,1,1 Poppy,
Poppy Flower Tea,Tea Keg,180,1,1,1 Dried Poppy Flower,
Poppy Flower Tea,Tea Keg,120,1,1,1 Poppy Flower Petals,
Poppy Flower Tea,Tea Keg,100,1,1,1 Ground Poppy Flower,
Summer Spangle Tea,Tea Keg,240,1,1,1 Summer Spangle,
Summer Spangle Tea,Tea Keg,180,1,1,1 Dried Summer Spangle,
Summer Spangle Tea,Tea Keg,120,1,1,1 Summer Spangle Petals,
Summer Spangle Tea,Tea Keg,100,1,1,1 Ground Summer Spangle,
Sunflower Tea,Tea Keg,240,1,1,1 Sunflower,
Sunflower Tea,Tea Keg,180,1,1,1 Dried Sunflower,
Sunflower Tea,Tea Keg,120,1,1,1 Sunflower Petals,
Sunflower Tea,Tea Keg,100,1,1,1 Ground Sunflower,
Sweet Pea Tea,Tea Keg,240,1,1,1 Sweet Pea,
Sweet Pea Tea,Tea Keg,180,1,1,1 Dried Sweet Pea,
Sweet Pea Tea,Tea Keg,120,1,1,1 Sweet Pea Petals,
Sweet Pea Tea,Tea Keg,100,1,1,1 Sweet Pea Powder,
Tulip Tea,Tea Keg,240,1,1,1 Tulip,
Tulip Tea,Tea Keg,180,1,1,1 Dried Tulip,
Tulip Tea,Tea Keg,120,1,1,1 Tulip Petals,
Tulip Tea,Tea Keg,100,1,1,1 Ground Tulip,
Basil Tea,Tea Keg,240,1,1,1 Basil,
Basil Tea,Tea Keg,180,1,1,1 Dried Basil,
Basil Tea,Tea Keg,120,1,1,1 Basil Flakes,
Basil Tea,Tea Keg,100,1,1,1 Powdered Basil,
Bay Leaf Tea,Tea Keg,240,1,1,1 Bay Leaf,
Bay Leaf Tea,Tea Keg,180,1,1,1 Dried Bay Leaf,
Bay Leaf Tea,Tea Keg,120,1,1,1 Bay Leaves ,
Bay Leaf Tea,Tea Keg,100,1,1,1 Bay Leaf Powder,
Chervil Tea,Tea Keg,240,1,1,1 Chervil,
Chervil Tea,Tea Keg,180,1,1,1 Dried Chervil,
Chervil Tea,Tea Keg,120,1,1,1 Chervil Flakes,
Chervil Tea,Tea Keg,100,1,1,1 Chervil Powder,
Cilantro Tea,Tea Keg,240,1,1,1 Cilantro,
Cilantro Tea,Tea Keg,180,1,1,1 Dried Cilantro,
Cilantro Tea,Tea Keg,120,1,1,1 Cilantro Flakes,
Cilantro Tea,Tea Keg,100,1,1,1 Cilantro Powder,
Curry Leaf Tea,Tea Keg,240,1,1,1 Curry Leaf,
Curry Leaf Tea,Tea Keg,180,1,1,1 Dried Curry Leaf,
Curry Leaf Tea,Tea Keg,120,1,1,1 Curry Leaves,
Curry Leaf Tea,Tea Keg,100,1,1,1 Powdered Curry Leaf,
Dill Tea,Tea Keg,240,1,1,1 Dill,
Dill Tea,Tea Keg,180,1,1,1 Dried Dill,
Dill Tea,Tea Keg,120,1,1,1 Dill Weed,
Dill Tea,Tea Keg,100,1,1,1 Powdered Dill,
Fenugreek Tea,Tea Keg,240,1,1,1 Fenugreek,
Fenugreek Tea,Tea Keg,180,1,1,1 Dried Fenugreek,
Fenugreek Tea,Tea Keg,120,1,1,1 Fenugreek Powder,
Lemongrass Tea,Tea Keg,240,1,1,1 Lemongrass,
Lemongrass Tea,Tea Keg,180,1,1,1 Dried Lemongrass,
Lemongrass Tea,Tea Keg,100,1,1,1 Lemongrass Powder,
Marjoram Tea,Tea Keg,240,1,1,1 Marjoram,
Marjoram Tea,Tea Keg,180,1,1,1 Dried Marjoram,
Marjoram Tea,Tea Keg,120,1,1,1 Marjoram Leaves,
Marjoram Tea,Tea Keg,100,1,1,1 Powdered Marjoram,
Oregano Tea,Tea Keg,240,1,1,1 Oregano,
Oregano Tea,Tea Keg,180,1,1,1 Dried Oregano,
Oregano Tea,Tea Keg,120,1,1,1 Oregano Flakes,
Oregano Tea,Tea Keg,100,1,1,1 Oregano Powder,
Parsley Tea,Tea Keg,240,1,1,1 Parsley,
Parsley Tea,Tea Keg,180,1,1,1 Dried Parsley,
Parsley Tea,Tea Keg,120,1,1,1 Parsley Flakes,
Parsley Tea,Tea Keg,100,1,1,1 Powdered Parsley,
Peppermint Tea,Tea Keg,240,1,1,1 Peppermint,
Peppermint Tea,Tea Keg,180,1,1,1 Dried Peppermint,
Peppermint Tea,Tea Keg,100,1,1,1 Peppermint Powder,
Rosemary Tea,Tea Keg,240,1,1,1 Rosemary,
Rosemary Tea,Tea Keg,180,1,1,1 Dried Rosemary,
Rosemary Tea,Tea Keg,120,1,1,1 Rosemary Needles,
Rosemary Tea,Tea Keg,100,1,1,1 Powdered Rosemary,
Sage Tea,Tea Keg,240,1,1,1 Sage,
Sage Tea,Tea Keg,180,1,1,1 Dried Sage,
Sage Tea,Tea Keg,120,1,1,1 Sage Leaves,
Sage Tea,Tea Keg,100,1,1,1 Powdered Sage,
Savory Tea,Tea Keg,240,1,1,1 Savory,
Savory Tea,Tea Keg,180,1,1,1 Dried Savory,
Savory Tea,Tea Keg,120,1,1,1 Savory Leaves,
Savory Tea,Tea Keg,100,1,1,1 Powdered Savory,
Shiso Tea,Tea Keg,240,1,1,1 Shiso Leaf,
Shiso Tea,Tea Keg,180,1,1,1 Dried Shiso Leaf,
Shiso Tea,Tea Keg,120,1,1,1 Shiso Flakes,
Shiso Tea,Tea Keg,100,1,1,1 Shiso Powder,
Spearmint Tea,Tea Keg,240,1,1,1 Spearmint,
Spearmint Tea,Tea Keg,180,1,1,1 Dried Spearmint,
Spearmint Tea,Tea Keg,100,1,1,1 Spearmint Powder,
Tarragon Tea,Tea Keg,240,1,1,1 Tarragon,
Tarragon Tea,Tea Keg,180,1,1,1 Dried Tarragon,
Tarragon Tea,Tea Keg,120,1,1,1 Tarragon Leaves,
Tarragon Tea,Tea Keg,100,1,1,1 Tarragon Powder,
Thyme Tea,Tea Keg,240,1,1,1 Thyme,
Thyme Tea,Tea Keg,180,1,1,1 Dried Thyme,
Thyme Tea,Tea Keg,120,1,1,1 Thyme Leaves,
Thyme Tea,Tea Keg,100,1,1,1 Powdered Thyme,
Wintergreen Tea,Tea Keg,240,1,1,1 Wintergreen,
Wintergreen Tea,Tea Keg,180,1,1,1 Dried Wintergreen,
Wintergreen Tea,Tea Keg,100,1,1,1 Wintergreen Powder,
Woodruff Tea,Tea Keg,240,1,1,1 Woodruff,
Woodruff Tea,Tea Keg,180,1,1,1 Dried Woodruff,
Woodruff Tea,Tea Keg,100,1,1,1 Woodruff Powder,
Yarrow Tea,Tea Keg,240,1,1,1 Yarrow Leaf,
Yarrow Tea,Tea Keg,180,1,1,1 Dried Yarrow Leaf,
Yarrow Tea,Tea Keg,100,1,1,1 Powdered Yarrow,
Mandrake Tea,Tea Keg,1440,1,1,1 Mandrake,
Mandrake Tea,Tea Keg,720,1,1,1 Mandrake Powder,
Jungle Potion,Tea Keg,1440,1,1,1 Deep Jungle Moss,
Rainforest Tea,Tea Keg,1200,1,1,1 Dried Jungle Moss,
Jungle Potion,Tea Keg,960,1,1,1 Jungle Moss Phyllids,
Rainforest Tea,Tea Keg,720,1,1,1 Ground Jungle Moss,
Jungle Elixir,Tea Keg,1440,1,1,1 Jungle Potion,
Agave Tea,Tea Keg,240,1,1,1 Agave,
Agave Tea,Tea Keg,100,1,1,1 Agave Powder,
Aloe Tea,Tea Keg,240,1,1,1 Aloe,
Aloe Tea,Tea Keg,100,1,1,1 Aloe Powder,
Angostura Tea,Tea Keg,240,1,1,1 Angostura Bark,
Angostura Tea,Tea Keg,100,1,1,1 Angostura Powder,
Bamboo Tea,Tea Keg,240,1,1,1 Black Bamboo,
Bamboo Tea,Tea Keg,100,1,1,1 Ground Bamboo,
Baobab Tea,Tea Keg,240,1,1,1 Baobab,
Baobab Tea,Tea Keg,100,1,1,1 Baobab Powder,
Birch Bark Tea,Tea Keg,240,1,1,1 Birch Bark,
Birch Bark Tea,Tea Keg,100,1,1,1 Ground Birch Bark,
Cannabis Tea,Tea Keg,240,1,1,1 Indica Bud,
Cannabis Tea,Tea Keg,240,1,1,5 Mary Jane,
Cannabis Tea,Tea Keg,240,1,1,1 Sativa Bud,
Cannabis Tea,Tea Keg,240,1,1,5 The Devil's Lettuce,
Cannabis Tea,Tea Keg,100,1,1,1 Indica ,
Cannabis Tea,Tea Keg,100,1,1,1 Sativa ,
Cannabis Tea,Tea Keg,100,1,1,1 Kief,
Chandan Tea,Tea Keg,100,1,1,1 Chandan Powder,
Chicory Root Tea,Tea Keg,240,1,1,1 Chicory Root,
Chicory Root Tea,Tea Keg,100,1,1,1 Ground Chicory Root,
Cinchona Tea,Tea Keg,240,1,1,1 Cinchona Bark,
Cinchona Tea,Tea Keg,100,1,1,1 Cinchona Powder,
Dandelion Coffee,Tea Keg,240,1,1,1 Dandelion Root,
Dandelion Coffee,Tea Keg,100,1,1,1 Powdered Dandelion Root,
Ebony Tea,Tea Keg,480,1,1,1 Ebony Wood,
Ebony Tea,Tea Keg,100,1,1,1 Ebony Powder,
Gentian Tea,Tea Keg,240,1,1,1 Gentian Bark,
Gentian Tea,Tea Keg,240,1,1,1 Gentian Root,
Gentian Tea,Tea Keg,100,1,1,1 Gentian Powder,
Ginkgo Tea,Tea Keg,240,1,1,1 Ginkgo Leaf,
Ginkgo Tea,Tea Keg,180,1,1,1 Dried Ginkgo Leaf,
Ginkgo Tea,Tea Keg,100,1,1,1 Ground Ginkgo,
Grape Leaf Tea,Tea Keg,240,1,1,1 Grape Leaf,
Grape Leaf Tea,Tea Keg,180,1,1,1 Dried Grape Leaf,
Grape Leaf Tea,Tea Keg,100,1,1,1 Grape Vine Powder,
Liverwort Tea,Tea Keg,240,1,1,1 Liverwort,
Liverwort Tea,Tea Keg,180,1,1,1 Dried Liverwort,
Liverwort Tea,Tea Keg,100,1,1,1 Powdered Liverwort,
Lotus Root Tea,Tea Keg,240,1,1,1 Lotus Root,
Lotus Root Tea,Tea Keg,100,1,1,1 Lotus Root Powder,
Mugwort Tea,Tea Keg,240,1,1,1 Mugwort,
Mugwort Tea,Tea Keg,180,1,1,1 Dried Mugwort,
Mugwort Tea,Tea Keg,180,1,1,1 Mugwort Leaf,
Mugwort Tea,Tea Keg,100,1,1,1 Mugwort Powder,
Peyote Tea,Tea Keg,240,1,1,1 Peyote,
Peyote Tea,Tea Keg,100,1,1,1 Peyote Dust,
Eucalyptus Tea,Tea Keg,240,1,1,1 Rainbow Eucalyptus Leaf,
Eucalyptus Tea,Tea Keg,180,1,1,1 Dried Rainbow Eucalyptus,
Eucalyptus Tea,Tea Keg,100,1,1,1 Ground Eucalyptus,
Red Algae Tea,Tea Keg,240,1,1,1 Red Algae,
Rose Hip Tea,Tea Keg,240,1,1,1 Rose Hips,
Rose Hip Tea,Tea Keg,100,1,1,1 Rose Hip Powder,
Rowan Tea,Tea Keg,240,1,1,1 Rowanberry,
Rowan Tea,Tea Keg,120,1,1,1 Dried Rowanberries,
Rowan Tea,Tea Keg,100,1,1,1 Rowan Powder,
Chandan Tea,Tea Keg,480,1,1,1 Sandalwood,
Sarsaparilla Tea,Tea Keg,240,1,1,1 Sarsaparilla,
Sarsaparilla Tea,Tea Keg,100,1,1,1 Ground Sarsaparilla,
Sassafras Tea,Tea Keg,240,1,1,1 Sassafras Root,
Sassafras Tea,Tea Keg,100,1,1,1 Ground Sassafras,
Spruce Tea,Tea Keg,240,1,1,1 Spruce Tips,
Spruce Tea,Tea Keg,120,1,1,1 Spruce Needles,
Spruce Tea,Tea Keg,100,1,1,1 Ground Spruce,
Willow Tea,Tea Keg,240,1,1,1 Willow Bark,
Willow Tea,Tea Keg,100,1,1,1 Ground Willow Bark,
Wormwood Tea,Tea Keg,240,1,1,1 Wormwood,
Wormwood Tea,Tea Keg,100,1,1,1 Wormwood Powder,
Yarrow Root Tea,Tea Keg,240,1,1,1 Yarrow Root,
Yarrow Root Tea,Tea Keg,100,1,1,1 Yarrow Dust,
Cactus Tea,Tea Keg,240,1,1,1 Cactus Fruit,
Cactus Tea,Tea Keg,100,1,1,1 Cactus Powder,
Fern Tea,Tea Keg,240,1,1,1 Fiddlehead Fern,
Fern Tea,Tea Keg,100,1,1,1 Fiddlehead Fern Powder,
Spirulina Tea,Tea Keg,240,1,1,1 Green Algae,
Spirulina Tea,Tea Keg,100,1,1,1 Spirulina Powder,
Yaupon Tea,Tea Keg,240,1,1,1 Holly,
Yaupon Tea,Tea Keg,100,1,1,1 Ground Holly,
Mahogany Seed Tea,Tea Keg,240,1,1,1 Mahogany Seed,
Mahogany Seed Tea,Tea Keg,240,1,1,1 Hulled Mahogany Seeds,
Mahogany Seed Tea,Tea Keg,100,1,1,1 Mahogany Seed Powder,
White Algae Tea,Tea Keg,240,1,1,1 White Algae,
White Algae Tea,Tea Keg,100,1,1,1 Algae Powder,
Anemushroom Tea,Tea Keg,240,1,1,1 Anemushroom,
Anemushroom Tea,Tea Keg,180,1,1,1 Dried Anemushroom,
Anemushroom Tea,Tea Keg,100,1,1,1 Anemushroom Powder,
Frenzy Tea,Tea Keg,240,1,1,1 Berserker Mushroom,
Frenzy Tea,Tea Keg,180,1,1,1 Dried Berserker Mushroom,
Frenzy Tea,Tea Keg,100,1,1,1 Berserk Powder,
Cactushroom Tea,Tea Keg,240,1,1,1 Cactushroom,
Cactushroom Tea,Tea Keg,180,1,1,1 Dried Cactushroom,
Cactushroom Tea,Tea Keg,100,1,1,1 Cactushroom Powder,
Ergot Tea,Tea Keg,240,1,1,1 Ergot,
Ergot Tea,Tea Keg,180,1,1,1 Desiccated Ergot,
Ergot Tea,Tea Keg,100,1,1,1 Ergot Powder,
Frost Cap Tea,Tea Keg,240,1,1,1 Frost Cap,
Frost Cap Tea,Tea Keg,180,1,1,1 Dried Frost Cap,
Frost Cap Tea,Tea Keg,100,1,1,1 Frost Cap Powder,
Gem Cap Tea,Tea Keg,240,1,1,1 Gem Cap,
Gem Cap Tea,Tea Keg,180,1,1,1 Dried Gem Cap,
Gem Cap Tea,Tea Keg,100,1,1,1 Gem Cap Powder,
Luminushroom Tea,Tea Keg,240,1,1,1 Luminushroom,
Luminushroom Tea,Tea Keg,180,1,1,1 Dried Luminushroom,
Luminushroom Tea,Tea Keg,100,1,1,1 Glow Dust,
Mosshroom Tea,Tea Keg,240,1,1,1 Mosshroom,
Mosshroom Tea,Tea Keg,180,1,1,1 Dried Mosshroom,
Mosshroom Tea,Tea Keg,100,1,1,1 Mosshroom Powder,
Psilocybin Tea,Tea Keg,240,1,1,1 Psilocybin Mushroom,
Psilocybin Tea,Tea Keg,180,1,1,1 Dried Psilocybin Mushroom,
Psilocybin Tea,Tea Keg,100,1,1,1 Psilocybin Mushroom Powder,
Radioactive Tea,Tea Keg,240,1,1,1 Radioactive Mushroom,
Radioactive Tea,Tea Keg,180,1,1,1 Dried Radioactive Mushroom,
Radioactive Tea,Tea Keg,100,1,1,1 Radioactive Mushroom Powder,
Red Antler Tea,Tea Keg,240,1,1,1 Red Antler Reishi,
Red Antler Tea,Tea Keg,180,1,1,1 Dried Antler Reishi,
Red Antler Tea,Tea Keg,100,1,1,1 Powdered Ganoderma,
Thunder Cap Tea,Tea Keg,240,1,1,1 Thunder Cap,
Thunder Cap Tea,Tea Keg,180,1,1,1 Dried Thunder Cap,
Thunder Cap Tea,Tea Keg,100,1,1,1 Thunder Cap Powder,
Void Mushroom Tea,Tea Keg,240,1,1,1 Void Mushroom,
Void Mushroom Tea,Tea Keg,180,1,1,1 Dried Void Mushroom,
Void Mushroom Tea,Tea Keg,100,1,1,1 Void Powder,
Magma Cap Tea,Tea Keg,240,1,1,1 Magma Cap,
Magma Cap Tea,Tea Keg,180,1,1,1 Dried Magma Cap,
Magma Cap Tea,Tea Keg,100,1,1,1 Magma Cap Powder,
Purple Mushroom Tea,Tea Keg,240,1,1,1 Purple Mushroom,
Purple Mushroom Tea,Tea Keg,180,1,1,1 Dried Purple Mushroom,
Purple Mushroom Tea,Tea Keg,100,1,1,1 Purple Mushroom Powder,
Red Mushroom Tea,Tea Keg,240,1,1,1 Red Mushroom,
Red Mushroom Tea,Tea Keg,180,1,1,1 Dried Red Mushroom,
Red Mushroom Tea,Tea Keg,100,1,1,1 Red Mushroom Powder,
Almond Tea,Tea Keg,240,1,1,1 Almond,
Almond Tea,Tea Keg,120,1,1,1 Crushed Almonds,
